"organism_group","strain","collection_date","serovar","isolate","location","isolation_source","isolation_type","snp_cluster","min_same","min_diff","amr_genotypes","antigen_formula","serotype","serovar_new","country","isolation_source_new","num_close","antigen_formula_new","suscept_sim","resist_sim","blaEC.COMPLETE","acrF.COMPLETE","mdtM.COMPLETE","sul2.COMPLETE","blaOXA.193.COMPLETE","X50S_L22_A103V.POINT","gyrA_T86I.POINT","blaOXA.COMPLETE","tet..A...COMPLETE","aph..3.....Ib.COMPLETE","aph..6...Id.COMPLETE","tet..O...COMPLETE","aph..3....IIIa.COMPLETE","meropenem","ciprofloxacin","tetracycline","ampicillin","gentamicin","erythromycin","azithromycin","clindamycin","nalidixic acid"
"E.coli and Shigella","CVM N17EC0715",2017,NA,"PDT000395086.1","USA:IA","ground beef","environmental/other",NA,NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",NA,NA,NA,"USA","beef",NA,"Other",NA,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1
"E.coli and Shigella","CVM N17EC0462",2017,NA,"PDT000395087.1","USA:SD","chicken thighs","environmental/other",NA,NA,NA,"aac(3)-VIa=COMPLETE,aadA1=COMPLETE,acrF=COMPLETE,blaEC=COMPLETE,cyaA_S352T=POINT,mdtM=COMPLETE,sul1=COMPLETE,sul2=COMPLETE",NA,NA,NA,"USA","chicken",NA,"Other",NA,NA,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1
"E.coli and Shigella","CVM N17EC0464",2017,NA,"PDT000395088.1","USA:SD","ground turkey","environmental/other",NA,NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,blaHER-3=COMPLETE,blaHER=COMPLETE,mdtM=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE,tet(A)=PARTIAL_END_OF_CONTIG",NA,NA,NA,"USA","turkey",NA,"Other",NA,NA,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1
"E.coli and Shigella","CVM N17EC0708",2017,NA,"PDT000395089.1","USA:IA","ground turkey","environmental/other",NA,NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",NA,NA,NA,"USA","turkey",NA,"Other",NA,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1
"E.coli and Shigella","CVM N17EC0705",2017,NA,"PDT000395090.1","USA:IA","chicken breasts","environmental/other",NA,NA,NA,"aac(3)-VIa=COMPLETE,aadA1=COMPLETE,acrF=COMPLETE,ampC_C-42T=POINT,aph(3')-Ia=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE,pmrB_Y358N=POINT,sul1=COMPLETE,tet(A)=COMPLETE",NA,NA,NA,"USA","chicken",NA,"Other",NA,NA,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1
"E.coli and Shigella","CVM N17EC0710",2017,NA,"PDT000395092.1","USA:IA","ground beef","environmental/other",NA,NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",NA,NA,NA,"USA","beef",NA,"Other",NA,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1
"E.coli and Shigella","CVM N17EC0356",2017,NA,"PDT000395093.1","USA:PA","pork chops","environmental/other",NA,NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE,tet(A)=COMPLETE,tet(A)=MISTRANSLATION",NA,NA,NA,"USA","pork",NA,"Other",NA,NA,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,1,1,1
"E.coli and Shigella","CVM N17EC0564",2017,NA,"PDT000395095.1","USA:TX","chicken breasts","environmental/other",NA,NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",NA,NA,NA,"USA","chicken",NA,"Other",NA,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1
"E.coli and Shigella","CVM N17EC0562",2017,NA,"PDT000395096.1","USA:TX","chicken legs","environmental/other",NA,NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE,uhpT_E350Q=POINT",NA,NA,NA,"USA","chicken",NA,"Other",NA,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1
"E.coli and Shigella","CVM N17EC0364",2017,NA,"PDT000395098.1","USA:PA","ground beef","environmental/other",NA,NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",NA,NA,NA,"USA","beef",NA,"Other",NA,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1
"E.coli and Shigella","CVM N17EC0550",2017,NA,"PDT000395100.1","USA:TX","ground beef","environmental/other",NA,NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",NA,NA,NA,"USA","beef",NA,"Other",NA,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1
"E.coli and Shigella","CVM N17EC0560",2017,NA,"PDT000395101.1","USA:TX","chicken breasts","environmental/other",NA,NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,catA1=COMPLETE,mdtM=COMPLETE",NA,NA,NA,"USA","chicken",NA,"Other",NA,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
"E.coli and Shigella","CVM N17EC0558",2017,NA,"PDT000395102.1","USA:TX","chicken wings","environmental/other",NA,NA,NA,"aac(3)-IId=COMPLETE,acrF=COMPLETE,blaEC=COMPLETE,blaTEM-1=COMPLETE,cyaA_S352T=POINT,mdtM=COMPLETE",NA,NA,NA,"USA","chicken",NA,"Other",NA,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1
"E.coli and Shigella","CVM N17EC0774",2017,NA,"PDT000395103.1","USA:MD","ground beef","environmental/other",NA,NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",NA,NA,NA,"USA","beef",NA,"Other",NA,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1
"E.coli and Shigella","CVM N17EC0778",2017,NA,"PDT000395105.1","USA:MD","ground turkey","environmental/other",NA,NA,NA,"aac(3)-IVa=COMPLETE,acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(4)-Ia=COMPLETE,aph(6)-Id=COMPLETE,blaEC=COMPLETE,blaHER-3=COMPLETE,parE_D475E=POINT,tet(B)=COMPLETE",NA,NA,NA,"USA","turkey",NA,"Other",NA,NA,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1,1,1
"E.coli and Shigella","CVM N17EC0780",2017,NA,"PDT000395106.1","USA:MD","ground beef","environmental/other",NA,NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",NA,NA,NA,"USA","beef",NA,"Other",NA,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1
"E.coli and Shigella","CVM N17EC0766",2017,NA,"PDT000395107.1","USA:MD","chicken legs","environmental/other",NA,NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",NA,NA,NA,"USA","chicken",NA,"Other",NA,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1
"E.coli and Shigella","CVM N17EC0768",2017,NA,"PDT000395108.1","USA:MD","ground turkey","environmental/other",NA,NA,NA,"acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,blaEC=COMPLETE,blaHER-3=COMPLETE,blaHER=COMPLETE,mdtM=COMPLETE,tet(A)=COMPLETE",NA,NA,NA,"USA","turkey",NA,"Other",NA,NA,1,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,1,1,1,1
"E.coli and Shigella","CVM N17EC0770",2017,NA,"PDT000395109.1","USA:MD","ground turkey","environmental/other",NA,NA,NA,"acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaEC=COMPLETE,cyaA_S352T=POINT,emrD=COMPLETE,mdtM=COMPLETE,tet(A)=COMPLETE",NA,NA,NA,"USA","turkey",NA,"Other",NA,NA,1,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,1
"E.coli and Shigella","CVM N17EC0782",2017,NA,"PDT000395111.1","USA:MD","ground beef","environmental/other",NA,NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",NA,NA,NA,"USA","beef",NA,"Other",NA,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1
"E.coli and Shigella","CVM N17EC0784",2017,NA,"PDT000395112.1","USA:MD","pork chops","environmental/other",NA,NA,NA,"aadA1=COMPLETE,aadA1=PARTIAL,acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE",NA,NA,NA,"USA","pork",NA,"Other",NA,NA,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,1,1,1
"E.coli and Shigella","CVM N17EC0402",2017,NA,"PDT000395113.1","USA:SC","chicken legs","environmental/other",NA,NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,blaTEM-1=COMPLETE,blaTEM=COMPLETE,cyaA_S352T=POINT,mdtM=COMPLETE,parC_S57T=POINT,tet(A)=COMPLETE,uhpT_E350Q=POINT",NA,NA,NA,"USA","chicken",NA,"Other",NA,NA,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1
"E.coli and Shigella","CVM N17EC0404",2017,NA,"PDT000395114.1","USA:SC","ground turkey","environmental/other",NA,NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,blaTEM-1=COMPLETE,mdtM=COMPLETE,tet(A)=COMPLETE",NA,NA,NA,"USA","turkey",NA,"Other",NA,NA,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1
"E.coli and Shigella","CVM N17EC0394",2017,NA,"PDT000395115.1","USA:SC","pork chops","environmental/other",NA,NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE,tet(B)=COMPLETE",NA,NA,NA,"USA","pork",NA,"Other",NA,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1
"E.coli and Shigella","CVM N17EC0398",2017,NA,"PDT000395117.1","USA:SC","ground turkey","environmental/other",NA,NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,blaTEM-1=COMPLETE,mdtM=COMPLETE,tet(A)=COMPLETE",NA,NA,NA,"USA","turkey",NA,"Other",NA,NA,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1
"E.coli and Shigella","CVM N17EC0400",2017,NA,"PDT000395118.1","USA:SC","ground beef","environmental/other",NA,NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",NA,NA,NA,"USA","beef",NA,"Other",NA,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1
"E.coli and Shigella","CVM N17EC0390",2017,NA,"PDT000395121.1","USA:SC","ground turkey","environmental/other",NA,NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE,tet(B)=COMPLETE",NA,NA,NA,"USA","turkey",NA,"Other",NA,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1
"E.coli and Shigella","CVM N17EC0392",2017,NA,"PDT000395122.1","USA:SC","ground turkey","environmental/other",NA,NA,NA,"aac(3)-VIa=COMPLETE,aadA1=COMPLETE,acrF=COMPLETE,blaEC=COMPLETE,blaTEM-1=COMPLETE,mdtM=COMPLETE,sul1=COMPLETE,tet(A)=COMPLETE",NA,NA,NA,"USA","turkey",NA,"Other",NA,NA,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1
"E.coli and Shigella","CVM N17EC0296",2017,NA,"PDT000395123.1","USA:OR","pork chops","environmental/other",NA,NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE,tet(A)=COMPLETE",NA,NA,NA,"USA","pork",NA,"Other",NA,NA,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,1,1,1
"E.coli and Shigella","CVM N17EC0546",2017,NA,"PDT000395124.1","USA:TX","ground turkey","environmental/other",NA,NA,NA,"aac(3)-VIa=COMPLETE,aadA1=COMPLETE,acrF=COMPLETE,ampC_C-42T=POINT,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE,pmrB_Y358N=POINT,sul2=COMPLETE",NA,NA,NA,"USA","turkey",NA,"Other",NA,NA,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1
"E.coli and Shigella","CVM N17EC0988",2017,NA,"PDT000395126.1","USA:IA","pork chops bone-in","environmental/other",NA,NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,blaTEM-1=COMPLETE,parE_I529L=POINT,ptsI_V25I=POINT,uhpT_E350Q=POINT",NA,NA,NA,"USA","pork",NA,"Other",NA,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1
"E.coli and Shigella","CVM N17EC0986",2017,NA,"PDT000395127.1","USA:IA","ground beef","environmental/other",NA,NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE,tet(C)=COMPLETE",NA,NA,NA,"USA","beef",NA,"Other",NA,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1
"E.coli and Shigella","CVM N17EC0983",2017,NA,"PDT000395129.1","USA:IA","ground turkey","environmental/other",NA,NA,NA,"acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,blaEC=COMPLETE,blaTEM-1=COMPLETE,mdtM=COMPLETE,tet(A)=COMPLETE",NA,NA,NA,"USA","turkey",NA,"Other",NA,NA,1,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,1,1,1,1
"E.coli and Shigella","CVM N17EC0978",2017,NA,"PDT000395131.1","USA:GA","ground beef","environmental/other",NA,NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE,uhpT_E350Q=POINT",NA,NA,NA,"USA","beef",NA,"Other",NA,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1
"E.coli and Shigella","CVM N17EC0976",2017,NA,"PDT000395132.1","USA:GA","ground turkey","environmental/other",NA,NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,blaTEM-1=COMPLETE,mdtM=COMPLETE",NA,NA,NA,"USA","turkey",NA,"Other",NA,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1
"E.coli and Shigella","CVM N17EC0974",2017,NA,"PDT000395133.1","USA:GA","ground turkey","environmental/other",NA,NA,NA,"acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,aph(6)-Id=PARTIAL_END_OF_CONTIG,blaEC=COMPLETE,blaHER-3=COMPLETE,blaTEM=PARTIAL_END_OF_CONTIG,mdtM=COMPLETE,sul2=COMPLETE,tet(B)=COMPLETE",NA,NA,NA,"USA","turkey",NA,"Other",NA,NA,1,1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,1,1
"E.coli and Shigella","CVM N17EC1186",2017,NA,"PDT000395134.1","USA:TX","ground turkey","environmental/other",NA,NA,NA,"acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaEC=COMPLETE,blaHER-3=COMPLETE,mdtM=COMPLETE",NA,NA,NA,"USA","turkey",NA,"Other",NA,NA,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,1,1,1
"E.coli and Shigella","CVM N17EC1188",2017,NA,"PDT000395135.1","USA:TX","ground beef","environmental/other",NA,NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",NA,NA,NA,"USA","beef",NA,"Other",NA,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1
"E.coli and Shigella","CVM N17EC1182",2017,NA,"PDT000395136.1","USA:TX","mixed parts","environmental/other",NA,NA,NA,"aac(3)-VIa=COMPLETE,aac(3)-VIa=PARTIAL,aadA1=COMPLETE,acrF=COMPLETE,blaEC=COMPLETE,cyaA_S352T=POINT,mdtM=COMPLETE,sul1=COMPLETE,sul2=COMPLETE,sul2=PARTIAL_END_OF_CONTIG",NA,NA,NA,"USA","other/unspecified",NA,"Other",NA,NA,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1
"E.coli and Shigella","CVM N17EC1184",2017,NA,"PDT000395137.1","USA:TX","ground turkey","environmental/other",NA,NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,blaHER-3=COMPLETE,mdtM=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE",NA,NA,NA,"USA","turkey",NA,"Other",NA,NA,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1
"E.coli and Shigella","CVM N17EC1178",2017,NA,"PDT000395138.1","USA:TX","chicken legs","environmental/other",NA,NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",NA,NA,NA,"USA","chicken",NA,"Other",NA,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1
"E.coli and Shigella","CVM N17EC1181",2017,NA,"PDT000395139.1","USA:TX","chicken wings","environmental/other",NA,NA,NA,"aac(3)-VIa=COMPLETE,aadA1=COMPLETE,acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE,sul1=COMPLETE,tet(A)=COMPLETE",NA,NA,NA,"USA","chicken",NA,"Other",NA,NA,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1,1,1
"E.coli and Shigella","CVM N17EC0992",2017,NA,"PDT000395140.1","USA:IA","ground turkey","environmental/other",NA,NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,blaTEM-1=COMPLETE,mdtM=COMPLETE",NA,NA,NA,"USA","turkey",NA,"Other",NA,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1
"E.coli and Shigella","CVM N17EC0990",2017,NA,"PDT000395141.1","USA:IA","chicken wings","environmental/other",NA,NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,blaTEM-1=COMPLETE,mdtM=COMPLETE",NA,NA,NA,"USA","chicken",NA,"Other",NA,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1
"E.coli and Shigella","CVM N17EC1288",2017,NA,"PDT000395142.1","USA:MD","beef patties","environmental/other",NA,NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",NA,NA,NA,"USA","beef",NA,"Other",NA,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1
"E.coli and Shigella","CVM N17EC1290",2017,NA,"PDT000395143.1","USA:MD","ground beef","environmental/other",NA,NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",NA,NA,NA,"USA","beef",NA,"Other",NA,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1
"E.coli and Shigella","CVM N17EC1284",2017,NA,"PDT000395144.1","USA:MD","ground turkey","environmental/other",NA,NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",NA,NA,NA,"USA","turkey",NA,"Other",NA,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1
"E.coli and Shigella","CVM N17EC1286",2017,NA,"PDT000395145.1","USA:MD","ground turkey","environmental/other",NA,NA,NA,"acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaEC=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE,uhpT_E350Q=POINT",NA,NA,NA,"USA","turkey",NA,"Other",NA,NA,1,1,0,1,0,0,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,1
"E.coli and Shigella","CVM N17EC1278",2017,NA,"PDT000395146.1","USA:KS","pork chops","environmental/other",NA,NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",NA,NA,NA,"USA","pork",NA,"Other",NA,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1
"E.coli and Shigella","CVM N17EC1274",2017,NA,"PDT000395148.1","USA:KS","ground beef","environmental/other",NA,NA,NA,"aadA1=COMPLETE,acrF=COMPLETE,blaEC=MISTRANSLATION,mdtM=COMPLETE,sat2=COMPLETE,tet(C)=COMPLETE,uhpT_E350Q=POINT",NA,NA,NA,"USA","beef",NA,"Other",NA,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1
"E.coli and Shigella","CVM N17EC1276",2017,NA,"PDT000395149.1","USA:KS","ground beef","environmental/other",NA,NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",NA,NA,NA,"USA","beef",NA,"Other",NA,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1
"E.coli and Shigella","CVM N17EC1292",2017,NA,"PDT000395150.1","USA:MD","chicken thighs","environmental/other",NA,NA,NA,"acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE,sul2=COMPLETE,tet(B)=COMPLETE",NA,NA,NA,"USA","chicken",NA,"Other",NA,NA,1,1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,1,1,1,1,1,1
"E.coli and Shigella","CVM N17EC1294",2017,NA,"PDT000395151.1","USA:MD","ground turkey","environmental/other",NA,NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,cyaA_S352T=POINT,mdtM=COMPLETE",NA,NA,NA,"USA","turkey",NA,"Other",NA,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1
"E.coli and Shigella","CVM N17EC0303",2017,NA,"PDT000395153.1","USA:OR","chicken breasts","environmental/other",NA,NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE,tet(A)=COMPLETE",NA,NA,NA,"USA","chicken",NA,"Other",NA,NA,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,1,1,1
"E.coli and Shigella","CVM N17EC1414",2017,NA,"PDT000395154.1","USA:PA","ground turkey","environmental/other",NA,NA,NA,"aac(3)-IId=COMPLETE,acrF=COMPLETE,blaEC=COMPLETE,blaEC=MISTRANSLATION,blaTEM-1=COMPLETE,mdtM=COMPLETE",NA,NA,NA,"USA","turkey",NA,"Other",NA,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1
"E.coli and Shigella","CVM N17EC1411",2017,NA,"PDT000395156.1","USA:PA","chicken legs","environmental/other",NA,NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE,uhpT_E350Q=POINT",NA,NA,NA,"USA","chicken",NA,"Other",NA,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1
"E.coli and Shigella","CVM N17EC1408",2017,NA,"PDT000395157.1","USA:PA","ground beef","environmental/other",NA,NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",NA,NA,NA,"USA","beef",NA,"Other",NA,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1
"E.coli and Shigella","CVM N17EC1418",2017,NA,"PDT000395160.1","USA:PA","pork chops bone-in","environmental/other",NA,NA,NA,"aadA1=COMPLETE,acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaEC=COMPLETE,blaTEM-1=COMPLETE,mdtM=COMPLETE,sat2=COMPLETE,tet(B)=COMPLETE",NA,NA,NA,"USA","pork",NA,"Other",NA,NA,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,1,1
"E.coli and Shigella","CVM N17EC1416",2017,NA,"PDT000395161.1","USA:PA","ground beef","environmental/other",NA,NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",NA,NA,NA,"USA","beef",NA,"Other",NA,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1
"E.coli and Shigella","CVM N17EC1426",2017,NA,"PDT000395162.1","USA:TN","chicken wings","environmental/other",NA,NA,NA,"aac(3)-VIa=COMPLETE,aadA1=COMPLETE,acrF=COMPLETE,blaCMY-2=COMPLETE,blaEC=COMPLETE,cyaA_S352T=POINT,mdtM=COMPLETE,sul1=COMPLETE,tet(A)=COMPLETE",NA,NA,NA,"USA","chicken",NA,"Other",NA,NA,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1
"E.coli and Shigella","CVM N17EC1424",2017,NA,"PDT000395163.1","USA:TN","ground turkey","environmental/other",NA,NA,NA,"acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaEC=COMPLETE,blaTEM-1=COMPLETE,mdtM=COMPLETE,tet(B)=COMPLETE",NA,NA,NA,"USA","turkey",NA,"Other",NA,NA,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,1,1
"E.coli and Shigella","CVM N17EC1070",2017,NA,"PDT000395164.1","USA:TN","chicken thighs","environmental/other",NA,NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",NA,NA,NA,"USA","chicken",NA,"Other",NA,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1
"E.coli and Shigella","CVM N17EC0920",2017,NA,"PDT000395165.1","USA:TX","ground turkey","environmental/other",NA,NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,blaTEM-1=COMPLETE,mdtM=COMPLETE,tet(A)=COMPLETE",NA,NA,NA,"USA","turkey",NA,"Other",NA,NA,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1
"E.coli and Shigella","CVM N17EC1081",2017,NA,"PDT000395166.1","USA:OR","chicken wings","environmental/other",NA,NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,emrD=COMPLETE,parC_S57T=POINT,parE_I355T=POINT,uhpT_E350Q=POINT",NA,NA,NA,"USA","chicken",NA,"Other",NA,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1
"E.coli and Shigella","CVM N17EC0742",2017,NA,"PDT000395167.1","USA:KS","chicken wings","environmental/other",NA,NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,blaHER-3=COMPLETE,blaTEM-1=COMPLETE,mdtM=COMPLETE,tet(A)=COMPLETE",NA,NA,NA,"USA","chicken",NA,"Other",NA,NA,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1
