#Organism group,Strain,Source type,Collection date,Host disease,Outbreak,Host,Isolate identifiers,Serovar,Isolate,Create date,AST phenotypes,Location,Isolation source,Isolation type,SNP cluster,Min-same,Min-diff,BioSample,Assembly,AMR genotypes,Computed types
"Campylobacter jejuni","CVM N19C731",,"2019",,,,"""CVM N19C731"",""SRS7415292""",,"PDT000843430.1","2020-09-23T19:23:50Z","azithromycin=S,ciprofloxacin=R,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=R,tetracycline=R","USA:NY","Chicken Legs","environmental/other","PDS000026244.78",2,2,"SAMN16231210","GCA_014722215.1","50S_L22_A103V=POINT,blaOXA-595=COMPLETE,gyrA_T86I=POINT,tet(O)=COMPLETE",
"Campylobacter jejuni","CVM N19C555",,"2019",,,,"""CVM N19C555"",""SRS7415249""",,"PDT000843472.1","2020-09-23T19:24:02Z","azithromycin=S,ciprofloxacin=R,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=R,tetracycline=R","USA:CO","Chicken Thighs","environmental/other","PDS000026244.78",5,4,"SAMN16231172","GCA_014721975.1","50S_L22_A103V=POINT,blaOXA-595=COMPLETE,gyrA_T86I=POINT,tet(O)=COMPLETE",
"Campylobacter jejuni","CVM N16C066",,"2016",,,,"""CVM N16C066"",""SRS2547518""",,"PDT000244849.2","2017-09-28T00:49:23Z","azithromycin=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=S,telithromycin=S,tetracycline=R","USA:MO","chicken breast","environmental/other","PDS000021099.69",11,16,"SAMN07633382","GCA_005013375.1","blaOXA-184=COMPLETE,tet(O)=COMPLETE",
"Campylobacter jejuni","CVM N16C140",,"2016",,,,"""CVM N16C140"",""SRS2547590""",,"PDT000244921.2","2017-09-28T00:49:36Z","azithromycin=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=S,telithromycin=S,tetracycline=R","USA:TN","chicken breast","environmental/other","PDS000021099.69",15,16,"SAMN07633455","GCA_004974245.1","blaOXA-184=COMPLETE,blaOXA=COMPLETE,tet(O)=COMPLETE",
"Campylobacter jejuni","CVM N16C205",,"2016",,,,"""CVM N16C205"",""SRS2547654""",,"PDT000245041.2","2017-09-28T02:45:38Z","azithromycin=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=S,telithromycin=S,tetracycline=R","USA:TN","chicken breast","environmental/other","PDS000021099.69",2,4,"SAMN07633520","GCA_005149565.1","blaOXA-184=COMPLETE,tet(O)=COMPLETE",
"Campylobacter jejuni","CVM N16C534",,"2016",,,,"""CVM N16C534"",""SRS2547973""",,"PDT000245346.2","2017-09-28T02:47:04Z","azithromycin=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=S,telithromycin=S,tetracycline=R","USA:GA","chicken breast","environmental/other","PDS000021099.69",2,15,"SAMN07633839","GCA_004976925.1","blaOXA-184=COMPLETE,tet(O)=COMPLETE",
"Campylobacter jejuni","CVM N16C539",,"2016",,,,"""CVM N16C539"",""SRS2547979""",,"PDT000245351.2","2017-09-28T02:47:05Z","azithromycin=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=S,telithromycin=S,tetracycline=R","USA:GA","chicken breast","environmental/other","PDS000021099.69",2,15,"SAMN07633844","GCA_005192675.1","blaOXA-184=COMPLETE,tet(O)=COMPLETE",
"Campylobacter jejuni","CVM N17C518",,"2017",,,,"""CVM N17C518"",""SRS3530381""",,"PDT000345645.1","2018-07-12T09:59:43Z","azithromycin=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=S,telithromycin=S,tetracycline=R","USA:MD","Chicken Thighs","environmental/other","PDS000021099.69",1,2,"SAMN09605248","GCA_005330425.1","blaOXA-184=COMPLETE,tet(O)=COMPLETE",
"Campylobacter jejuni","CVM N17C629",,"2017",,,,"""CVM N17C629"",""SRS3673386""",,"PDT000363512.1","2018-08-15T19:43:42Z","azithromycin=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=S,telithromycin=S,tetracycline=R","USA:TX","Chicken Wings","environmental/other","PDS000021099.69",5,9,"SAMN09783242","GCA_005364365.1","blaOXA-184=COMPLETE,tet(O)=COMPLETE",
"Campylobacter jejuni","CVM N18C331",,"2018",,,,"""CVM N18C331"",""SRS4433453""",,"PDT000473138.1","2019-03-04T15:40:06Z","azithromycin=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=S,telithromycin=S,tetracycline=R","USA:SC","Whole - cut in lab","environmental/other","PDS000021099.69",3,5,"SAMN11047851","GCA_004879755.1","blaOXA-184=COMPLETE,tet(O)=COMPLETE",
"Campylobacter jejuni","CVM N18C546",,"2018",,,,"""CVM N18C546"",""SRS4953309""",,"PDT000521727.1","2019-06-12T22:51:16Z","azithromycin=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=S,telithromycin=S,tetracycline=R","USA:MD","Chicken Thighs","environmental/other","PDS000021099.69",4,5,"SAMN12035690","GCA_006357935.1","blaOXA-184=COMPLETE,tet(O)=COMPLETE",
"Campylobacter jejuni","CVM N18C520",,"2018",,,,"""CVM N18C520"",""SRS4953282""",,"PDT000521750.1","2019-06-12T22:51:19Z","azithromycin=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=S,telithromycin=S,tetracycline=R","USA:NM","Chicken Thighs","environmental/other","PDS000021099.69",1,3,"SAMN12035665","GCA_006358415.1","blaOXA-184=COMPLETE,tet(O)=COMPLETE",
"Campylobacter jejuni","CVM N18C587",,"2018",,,,"""CVM N18C587"",""SRS4953245""",,"PDT000521784.1","2019-06-12T22:51:26Z","azithromycin=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=S,telithromycin=S,tetracycline=R","USA:NY","Chicken Wings","environmental/other","PDS000021099.69",3,3,"SAMN12035726","GCA_006359375.1","blaOXA-184=COMPLETE,tet(O)=COMPLETE",
"Campylobacter jejuni","CVM N19C290",,"2019",,,,"""CVM N19C290"",""SRS5472421""",,"PDT000600936.1","2019-10-05T04:05:41Z","azithromycin=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=S,telithromycin=S,tetracycline=R","USA:NC","Chicken Whole - cut in lab","environmental/other","PDS000021099.69",2,3,"SAMN12906185","GCA_008840705.1","blaOXA-184=COMPLETE,tet(O)=COMPLETE",
"Campylobacter jejuni","CVM N19C322",,"2019",,,,"""CVM N19C322"",""SRS5811137""",,"PDT000644167.1","2019-12-13T11:27:04Z","azithromycin=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=S,telithromycin=S,tetracycline=R","USA:IA","Chicken Wings","environmental/other","PDS000021099.69",0,1,"SAMN13546247","GCA_010281725.1","blaOXA-184=COMPLETE,tet(O)=COMPLETE",
"Campylobacter jejuni","CVM N19C179",,"2019",,,,"""CVM N19C179"",""SRS5472380""",,"PDT000599774.1","2019-10-03T20:34:43Z","azithromycin=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=S,telithromycin=S,tetracycline=S","USA:GA","Chicken Breasts","environmental/other","PDS000022183.71",4,12,"SAMN12906147","GCA_008858785.1","blaOXA-193=COMPLETE,blaOXA=COMPLETE",
"Campylobacter jejuni","19NC11CB24_C",,"2019-11-15",,,,"""19NC11CB24_C"",""CFSAN103397"",""SRS5937699""",,"PDT000654179.1","2020-01-03T17:29:51Z","azithromycin=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=S,tetracycline=S","USA:NC","chicken wing (Gallus gallus)","environmental/other","PDS000022183.71",4,3,"SAMN13718703","GCA_010228335.1","blaOXA-193=COMPLETE",
"Campylobacter jejuni","19GA06CB24-C",,"2019-06-11",,,,"""19GA06CB24-C"",""SRS6114543""",,"PDT000679428.1","2020-02-07T19:11:22Z","azithromycin=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=S,tetracycline=S","USA:GA","Chicken Mixed Parts","environmental/other","PDS000022183.71",3,11,"SAMN14052558","GCA_010366665.1","blaOXA-193=COMPLETE",
"Campylobacter jejuni","19GA09CB26-C",,"2019-10-01",,,,"""19GA09CB26-C"",""SRS6164411""",,"PDT000687686.1","2020-02-19T19:07:24Z","azithromycin=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=S,tetracycline=S","USA:GA","Whole Chicken","environmental/other","PDS000022183.71",5,15,"SAMN14130462","GCA_010978655.1","blaOXA-193=COMPLETE",
"Campylobacter jejuni","FSIS1605988",,"2016",,,,"""FSIS1605988"",""SRS1332692""",,"PDT000112918.2","2016-03-10T03:26:16Z","azithromycin=S,ciprofloxacin=R,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=R,telithromycin=S,tetracycline=R","USA:TX","animal-cattle-heifer","environmental/other","PDS000082120.17",3,4,"SAMN04543690","GCA_005286435.1","blaOXA-193=COMPLETE,gyrA_T86I=POINT,tet(O)=COMPLETE",
"Campylobacter jejuni","CVM N16C328",,"2016",,,,"""CVM N16C328"",""SRS2547775""",,"PDT000245148.2","2017-09-28T02:46:08Z","azithromycin=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=S,telithromycin=S,tetracycline=S","USA:LA","Chicken Wings","environmental/other","PDS000023733.84",4,26,"SAMN07633641","GCA_005149725.1","blaOXA-577=COMPLETE",
"Campylobacter jejuni","CVM N18C539",,"2018",,,,"""CVM N18C539"",""SRS4953319""",,"PDT000521717.1","2019-06-12T22:51:14Z","azithromycin=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=S,telithromycin=S,tetracycline=S","USA:LA","Chicken Breasts","environmental/other","PDS000023733.84",7,33,"SAMN12035683","GCA_006357775.1","blaOXA-577=COMPLETE",
"Campylobacter jejuni","CVM N18C553",,"2018",,,,"""CVM N18C553"",""SRS4953311""",,"PDT000521725.1","2019-06-12T22:51:15Z","azithromycin=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=S,telithromycin=S,tetracycline=S","USA:PA","Chicken Thighs","environmental/other","PDS000020997.71",14,11,"SAMN12035696","GCA_006357895.1","blaOXA-193=COMPLETE",
"Campylobacter jejuni","CVM N17C417",,"2017",,,,"""CVM N17C417"",""SRS3673130""",,"PDT000363427.1","2018-08-15T19:43:28Z","azithromycin=S,ciprofloxacin=R,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=R,telithromycin=S,tetracycline=S","USA:PA","chicken breast","environmental/other","PDS000021643.54",3,1,"SAMN09783174","GCA_005362485.1","50S_L22_A103V=POINT,blaOXA-184=COMPLETE,gyrA_T86I=POINT",
"Campylobacter jejuni","CVM N18C208",,"2018",,,,"""CVM N18C208"",""SRS4433345""",,"PDT000473035.2","2019-03-04T15:39:46Z","azithromycin=S,ciprofloxacin=R,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=R,telithromycin=S,tetracycline=S","USA:MN","Chicken Thighs","environmental/other","PDS000021643.54",6,5,"SAMN11047743","GCA_005119365.1","50S_L22_A103V=POINT,blaOXA-184=COMPLETE,gyrA_T86I=POINT",
"Campylobacter jejuni","CVM N19C541",,"2019",,,,"""CVM N19C541"",""SRS6552267""",,"PDT000728840.2","2020-04-28T18:17:52Z","azithromycin=S,ciprofloxacin=R,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=R,tetracycline=S","USA:PA","Chicken Thighs","environmental/other","PDS000021643.54",3,4,"SAMN14754908","GCA_014606715.1","50S_L22_A103V=POINT,blaOXA-184=COMPLETE,blaOXA=COMPLETE",
"Campylobacter jejuni","CVM N19C503",,"2019",,,,"""CVM N19C503"",""SRS6552251""",,"PDT000728856.2","2020-04-28T18:18:00Z","azithromycin=S,ciprofloxacin=R,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=R,tetracycline=S","USA:CA","Chicken Whole - cut in lab","environmental/other","PDS000021643.54",0,5,"SAMN14754894","GCA_014606575.1","50S_L22_A103V=POINT,blaOXA-184=COMPLETE,gyrA_T86I=POINT",
"Campylobacter jejuni","FSIS1606228",,"2016",,,,"""FSIS1606228"",""SRS1382941""",,"PDT000123811.2","2016-04-08T20:10:57Z","azithromycin=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=S,telithromycin=S,tetracycline=R","USA:NJ","animal-cattle-dairy cow","environmental/other","PDS000055667.18",13,13,"SAMN04625673","GCA_005289125.1","aph(3')-IIIa=COMPLETE,blaOXA-193=COMPLETE,tet(O)=COMPLETE",
"Campylobacter jejuni","FSIS1606901",,"2016",,,,"""FSIS1606901"",""SRS1548466""",,"PDT000137324.2","2016-07-08T18:16:12Z","azithromycin=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=S,telithromycin=S,tetracycline=R","USA:MO","animal-cattle-steer","environmental/other","PDS000055667.18",10,16,"SAMN05366801","GCA_005294405.1","aph(3')-IIIa=COMPLETE,blaOXA-193=COMPLETE,tet(O)=COMPLETE",
"Campylobacter jejuni","CVM N16C451",,"2016",,,,"""CVM N16C451"",""SRS2547898""",,"PDT000245269.2","2017-09-28T02:46:43Z","azithromycin=S,ciprofloxacin=R,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=R,telithromycin=S,tetracycline=S","USA:GA","Chicken Wings","environmental/other","PDS000037653.34",0,2,"SAMN07633762","GCA_004975765.1","blaOXA-193=COMPLETE,gyrA_T86I=POINT",
"Campylobacter jejuni","CVM N17C232",,"2017",,,,"""CVM N17C232"",""SRS3530617""",,"PDT000345419.1","2018-07-12T09:59:09Z","azithromycin=S,ciprofloxacin=R,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=R,telithromycin=S,tetracycline=S","USA:TN","chicken breast","environmental/other","PDS000037653.34",6,8,"SAMN09605096","GCA_005327735.1","blaOXA-193=COMPLETE,blaOXA=PARTIAL_END_OF_CONTIG,gyrA_T86I=POINT",
"Campylobacter jejuni","CVM N17C307",,"2017",,,,"""CVM N17C307"",""SRS3530484""",,"PDT000345597.1","2018-07-12T09:59:36Z","azithromycin=S,ciprofloxacin=R,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=R,telithromycin=S,tetracycline=S","USA:GA","chicken breast","environmental/other","PDS000037653.34",3,6,"SAMN09605153","GCA_005332465.1","blaOXA=PARTIAL_END_OF_CONTIG,gyrA_T86I=POINT",
"Campylobacter jejuni","CVM N17C472",,"2017",,,,"""CVM N17C472"",""SRS3530796""",,"PDT000345715.1","2018-07-12T11:59:32Z","azithromycin=S,ciprofloxacin=R,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=R,telithromycin=S,tetracycline=S","USA:GA","chicken breast","environmental/other","PDS000037653.34",0,2,"SAMN09605205","GCA_005333585.1","blaOXA-193=COMPLETE,blaOXA=COMPLETE,gyrA_T86I=POINT",
"Campylobacter jejuni","CVM N17C471",,"2017",,,,"""CVM N17C471"",""SRS3530794""",,"PDT000345716.1","2018-07-12T11:59:32Z","azithromycin=S,ciprofloxacin=R,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=R,telithromycin=S,tetracycline=S","USA:GA","chicken breast","environmental/other","PDS000037653.34",0,2,"SAMN09605204","GCA_005333625.1","blaOXA-193=COMPLETE,gyrA_T86I=POINT",
"Campylobacter jejuni","CVM N17C680",,"2017",,,,"""CVM N17C680"",""SRS3673286""",,"PDT000363267.1","2018-08-15T19:43:01Z","azithromycin=S,ciprofloxacin=R,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=R,telithromycin=S,tetracycline=S","USA:GA","chicken breast","environmental/other","PDS000037653.34",2,4,"SAMN09783262","GCA_005359605.1","blaOXA-193=COMPLETE,gyrA_T86I=POINT",
"Campylobacter jejuni","CVM N17C469",,"2017",,,,"""CVM N17C469"",""SRS3673119""",,"PDT000363438.1","2018-08-15T19:43:29Z","azithromycin=S,ciprofloxacin=R,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=R,telithromycin=S,tetracycline=S","USA:GA","Chicken Legs","environmental/other","PDS000037653.34",6,8,"SAMN09783220","GCA_005363605.1","blaOXA-193=COMPLETE,gyrA_T86I=POINT",
"Campylobacter jejuni","CVM N18C262",,"2018",,,,"""CVM N18C262"",""SRS4433543""",,"PDT000473048.1","2019-03-04T15:39:49Z","azithromycin=S,ciprofloxacin=R,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=R,telithromycin=S,tetracycline=S","USA:GA","Chicken Wings","environmental/other","PDS000037653.34",2,3,"SAMN11047787","GCA_004877125.1","blaOXA-193=COMPLETE,gyrA_T86I=POINT",
"Campylobacter jejuni","CVM N18C357",,"2018",,,,"""CVM N18C357"",""SRS4433647""",,"PDT000473166.1","2019-03-04T15:40:12Z","azithromycin=S,ciprofloxacin=R,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=R,telithromycin=S,tetracycline=S","USA:GA","Chicken Wings","environmental/other","PDS000037653.34",1,2,"SAMN11047877","GCA_004879985.1","blaOXA-193=COMPLETE,gyrA_T86I=POINT",
"Campylobacter jejuni","CVM N18C043",,"2018",,,,"""CVM N18C043"",""SRS4434151""",,"PDT000473349.1","2019-03-04T19:12:04Z","azithromycin=S,ciprofloxacin=R,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=R,telithromycin=S,tetracycline=S","USA:GA","Chicken Wings","environmental/other","PDS000037653.34",1,3,"SAMN11047587","GCA_004881265.1","blaOXA-193=COMPLETE,gyrA_T86I=POINT",
"Campylobacter jejuni","CVM N18C097",,"2018",,,,"""CVM N18C097"",""SRS4434085""",,"PDT000473415.1","2019-03-04T19:12:14Z","azithromycin=S,ciprofloxacin=R,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=R,telithromycin=S,tetracycline=S","USA:TN","chicken breast","environmental/other","PDS000037653.34",0,2,"SAMN11047638","GCA_004883085.1","blaOXA-193=COMPLETE,gyrA_T86I=POINT",
"Campylobacter jejuni","CVM N18C580",,"2018",,,,"""CVM N18C580"",""SRS4953229""",,"PDT000521799.1","2019-06-12T22:51:29Z","azithromycin=S,ciprofloxacin=R,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=R,telithromycin=S,tetracycline=S","USA:GA","Chicken Breasts","environmental/other","PDS000037653.34",4,8,"SAMN12035719","GCA_006359815.1","blaOXA-193=COMPLETE,blaOXA=COMPLETE,gyrA_T86I=POINT",
"Campylobacter jejuni","19TN01CB04K-C",,"2019-01-28",,,,"""19TN01CB04K-C"",""SRS5042176""",,"PDT000537024.1","2019-07-02T13:32:00Z","azithromycin=S,ciprofloxacin=R,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=R,telithromycin=S,tetracycline=S","USA:TN","chicken breast","environmental/other","PDS000037653.34",2,4,"SAMN12184488","GCA_007447065.1","blaOXA-193=COMPLETE,gyrA_T86I=POINT",
"Campylobacter jejuni","CVM N19C104",,"2019",,,,"""CVM N19C104"",""SRS5288352""",,"PDT000568809.1","2019-08-21T11:41:33Z","azithromycin=S,ciprofloxacin=R,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=R,telithromycin=S,tetracycline=S","USA:MO","Chicken Breasts","environmental/other","PDS000037653.34",1,2,"SAMN12606359","GCA_008130585.1","blaOXA-193=COMPLETE,blaOXA=PARTIAL,gyrA_T86I=POINT",
"Campylobacter jejuni","CVM N19C181",,"2019",,,,"""CVM N19C181"",""SRS5472382""",,"PDT000599773.1","2019-10-03T20:34:43Z","azithromycin=S,ciprofloxacin=R,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=R,tetracycline=S","USA:GA","Chicken Thighs","environmental/other","PDS000037653.34",1,4,"SAMN12906149","GCA_008889785.1","blaOXA-193=COMPLETE,gyrA_T86I=POINT",
"Campylobacter jejuni","CVM N19C056",,"2019",,,,"""CVM N19C056"",""SRS7415295""",,"PDT000843426.1","2020-09-23T19:23:49Z","azithromycin=S,ciprofloxacin=R,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=R,telithromycin=S,tetracycline=S","USA:TN","Chicken Wings","environmental/other","PDS000037653.34",0,0,"SAMN16231144","GCA_014722975.1","blaOXA-193=COMPLETE,gyrA_T86I=POINT",
"Campylobacter jejuni","CVM N19C055",,"2019",,,,"""CVM N19C055"",""SRS7415294""",,"PDT000843427.1","2020-09-23T19:23:49Z","azithromycin=S,ciprofloxacin=R,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=R,telithromycin=S,tetracycline=S","USA:TN","Chicken Wings","environmental/other","PDS000037653.34",5,6,"SAMN16231143","GCA_014722995.1","blaOXA-193=COMPLETE,gyrA_T86I=POINT",
"Campylobacter jejuni","CVM N18C158",,"2018",,,,"""CVM N18C158"",""SRS4433390""",,"PDT000472990.1","2019-03-04T15:39:39Z","azithromycin=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=S,telithromycin=S,tetracycline=S","USA:IA","Whole - cut in lab","environmental/other","PDS000022864.55",0,1,"SAMN11047696","GCA_004875385.1","50S_L22_A103V=POINT",
"Campylobacter jejuni","CVM N16C312",,"2016",,,,"""CVM N16C312"",""SRS2547758""",,"PDT000245132.2","2017-09-28T02:46:03Z","azithromycin=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=S,telithromycin=S,tetracycline=S","USA:CA","Chicken Wings","environmental/other","PDS000020905.44",20,22,"SAMN07633625","GCA_005022995.1","blaOXA-193=COMPLETE",
"Campylobacter jejuni","FSIS1605934",,"2016",,,,"""FSIS1605934"",""SRS1327404""",,"PDT000112818.2","2016-03-08T15:27:29Z","azithromycin=S,ciprofloxacin=R,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=R,telithromycin=S,tetracycline=S","USA:TX","animal-cattle-dairy cow","environmental/other","PDS000099818.4",6,6,"SAMN04537001","GCA_005285505.1","blaOXA-193=COMPLETE,gyrA_T86I=POINT",
"Campylobacter jejuni","FSIS1607006",,"2016",,,,"""FSIS1607006"",""SRS1568767""",,"PDT000138848.2","2016-07-18T15:18:43Z","azithromycin=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=S,telithromycin=S,tetracycline=S","USA:TX","animal-cattle-dairy cow","environmental/other","PDS000099818.4",2,2,"SAMN05413501","GCA_005295325.1","blaOXA-193=COMPLETE",
"Campylobacter jejuni","CVM N18C532",,"2018",,,,"""CVM N18C532"",""SRS4953206""",,"PDT000521837.1","2019-06-12T23:51:33Z","azithromycin=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=S,telithromycin=S,tetracycline=R","USA:TN","Chicken Legs","environmental/other","PDS000113816.2",10,9,"SAMN12035676","GCA_006360615.1","ant(6)-Ia=PARTIAL_END_OF_CONTIG,aph(3')-IIIa=COMPLETE,blaOXA-193=COMPLETE,sat4=COMPLETE,tet(O)=COMPLETE",
"Campylobacter jejuni","FSIS1605889",,"2016",,,,"""FSIS1605889"",""SRS1318928""",,"PDT000111542.2","2016-03-02T17:27:18Z","azithromycin=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=S,telithromycin=S,tetracycline=R","USA:PA","animal-cattle-dairy cow","environmental/other","PDS000022918.16",3,15,"SAMN04526074","GCA_005286365.1","aph(3')-IIIa=COMPLETE,blaOXA-193=COMPLETE,tet(O)=COMPLETE",
