"organism_group","strain","collection_date","isolate","location","isolation_type","snp_cluster","min_same","min_diff","amr_genotypes","serotype","serovar_new","country","isolation_source_new","num_close","antigen_formula_new","suscept_sim","mdsA.COMPLETE","mdsB.COMPLETE","sul2.COMPLETE","sul1.COMPLETE","blaTEM.1.COMPLETE","aadA1.COMPLETE","fosA7.COMPLETE","blaCMY.2.COMPLETE","tet..A...COMPLETE","aph..3.....Ib.COMPLETE","aph..6...Id.COMPLETE","tet..B...COMPLETE","tetracycline","streptomycin","sulfisoxazole","ampicillin"
"Salmonella enterica","VA-WGS-00475",2008,"PDT000101951.3","USA:CA","environmental/other","PDS000030905.12",12,14,"fosA7=PARTIAL,mdsA=COMPLETE,mdsB=COMPLETE","Montevideo","Other","USA","chicken",0,"Other",0,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","CVM N29353",2011,"PDT000135105.2","USA:CA","environmental/other","PDS000030905.12",23,26,"fosA7=PARTIAL,mdsA=COMPLETE,mdsB=COMPLETE","Montevideo","Other","USA","chicken",0,"Other",0,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","CVM N18S1434",2018,"PDT000565694.1","USA:NM","environmental/other","PDS000030905.12",17,26,"fosA7=PARTIAL,mdsA=COMPLETE,mdsB=COMPLETE","Montevideo","Other","USA","chicken",0,"Other",0,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","FSIS1606183",2016,"PDT000125847.2","USA:IL","environmental/other","PDS000032349.10",29,26,"blaCMY-2=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,tet(C)=COMPLETE","Anatum","Anatum","USA","pork",0,"Other",1,"1","1","0","0","0","0","0","1","0","0","0","0","0","1","1","0"
"Salmonella enterica","CVM N58002",2015,"PDT000121209.2","USA:NM","environmental/other","PDS000031922.19",30,2,"fosA7=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE","Alachua","Other","USA","chicken",1,"Other",0,"1","1","0","0","0","0","1","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","FSIS1605974",2016,"PDT000120080.2","USA:VA","environmental/other","PDS000029859.24",12,38,"mdsA=COMPLETE,mdsB=COMPLETE","Anatum","Anatum","USA","pork",0,"Other",0,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","19TN04CB02N-S",2019,"PDT000533741.1","USA:TN","environmental/other","PDS000017541.24",23,8,"mdsA=COMPLETE,mdsB=COMPLETE","Kentucky","(Missing)","USA","chicken",1,"8:i:z6",1,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","19TN07CB07N-S",2019,"PDT000557678.1","USA:TN","environmental/other","PDS000017541.24",3,5,"mdsA=COMPLETE,mdsB=COMPLETE","Kentucky","Kentucky","USA","chicken",2,"8:i:z6",1,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","FSIS1605583",2016,"PDT000107038.2","USA:UT","environmental/other","PDS000004542.29",1,3,"aadA1=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,sul1=COMPLETE,tet(A)=COMPLETE","Typhimurium","Typhimurium","USA","pork",2,"4:i:1,2",0,"1","1","0","1","0","1","0","0","1","1","1","0","0","0","0","1"
"Salmonella enterica","CVM N57855F",2014,"PDT000121534.2","USA:CA","environmental/other","PDS000004542.29",9,19,"aadA1=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,sul1=COMPLETE,tet(A)=COMPLETE","Typhimurium","Typhimurium","USA","pork",0,"4:i:1,2",0,"1","1","0","1","0","1","0","0","1","1","1","0","0","0","0","1"
"Salmonella enterica","CVM N37949",2011,"PDT000135230.2","USA:OR","environmental/other","PDS000004542.29",9,23,"aadA1=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,sul1=COMPLETE,tet(A)=COMPLETE","Typhimurium","Typhimurium var. 5-","USA","pork",0,"4:i:1,2",0,"1","1","0","1","0","1","0","0","1","1","1","0","0","0","0","1"
"Salmonella enterica","CVM N38902",2012,"PDT000134883.2","USA:NM","environmental/other","PDS000005699.21",7,13,"mdsA=COMPLETE,mdsB=COMPLETE","Enteritidis","Enteritidis","USA","chicken",1,"9:g,m:-",0,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","CVM N57595F",2014,"PDT000121439.2","USA:IL","environmental/other","PDS000054707.10",29,33,"aadA2=COMPLETE,fosA7=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,sul1=COMPLETE,tet(A)=COMPLETE","Derby","Other","USA","pork",0,"Other",0,"1","1","0","1","0","0","1","0","1","0","0","0","0","0","0","1"
"Salmonella enterica","CVM N57852F",2014,"PDT000121532.2","USA:TX","environmental/other","PDS000032079.5",32,35,"abc-f=HMM,aph(3')-IIa=COMPLETE,aph(6)-Ic=PARTIAL,aph(6)-Ic=PARTIAL_END_OF_CONTIG,ble=COMPLETE,ble=PARTIAL_END_OF_CONTIG,fosA7=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,sul1=COMPLETE,tet(A)=COMPLETE","Idikan","Other","USA","beef",0,"Other",0,"1","1","0","1","0","0","1","0","1","0","0","0","0","1","0","1"
"Salmonella enterica","NY-32388",2003,"PDT000045863.4","USA:MN","environmental/other","PDS000032535.10",0,21,"mdsA=COMPLETE,mdsB=COMPLETE","Kentucky","Kentucky","USA","turkey",1,"8:i:z6",0,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","0","1"
"Salmonella enterica","NY-32390",2003,"PDT000045870.4","USA:MN","environmental/other","PDS000032535.10",0,5,"mdsA=COMPLETE,mdsB=COMPLETE","Kentucky","Kentucky","USA","turkey",2,"8:i:z6",0,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","0","1"
"Salmonella enterica","CVM N19S0687",2019,"PDT000593903.1","USA:NY","environmental/other","PDS000032535.10",5,5,"blaCMY-2=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE","Kentucky","Kentucky","USA","chicken",2,"8:i:z6",0,"1","1","0","0","0","0","0","1","0","0","0","0","1","1","1","0"
"Salmonella enterica","CVM N43829",2013,"PDT000077920.1","USA: MD","environmental/other","PDS000026716.8",23,34,"blaCMY-2=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE","Typhimurium","Typhimurium","USA","chicken",0,"4:i:1,2",0,"1","1","1","0","0","0","0","1","1","0","0","0","0","1","0","0"
"Salmonella enterica","CVM N51254",2013,"PDT000078142.1","USA: CT","environmental/other","PDS000026716.8",21,24,"blaCMY-2=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE","Typhimurium","Typhimurium","USA","chicken",0,"4:i:1,2",0,"1","1","1","0","0","0","0","1","1","0","0","0","0","1","0","0"
"Salmonella enterica","CVM N40935",2012,"PDT000100393.1","USA: PA","environmental/other","PDS000026716.8",11,29,"blaCMY-2=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE","Typhimurium","Typhimurium var. 5-","USA","chicken",0,"4:i:1,2",0,"1","1","1","0","0","0","0","1","1","0","0","0","0","1","1","0"
"Salmonella enterica","CVM N16S237",2016,"PDT000269045.2","USA:NY","environmental/other","PDS000026716.8",12,6,"blaCMY-2=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE","Typhimurium","Typhimurium var. 5-","USA","chicken",1,"4:i:1,2",0,"1","1","1","0","0","0","0","1","1","0","0","0","0","1","0","0"
"Salmonella enterica","CVM N17S1487",2017,"PDT000385646.1","USA:CO","environmental/other","PDS000026716.8",2,29,"blaCMY-2=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE","Typhimurium","Typhimurium var. 5-","USA","chicken",1,"4:i:1,2",0,"1","1","1","0","0","0","0","1","1","0","0","0","0","1","0","0"
"Salmonella enterica","CVM N17S1198",2017,"PDT000385699.1","USA:CO","environmental/other","PDS000026716.8",23,17,"blaCMY-2=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE","Typhimurium","Typhimurium var. 5-","USA","chicken",0,"4:i:1,2",0,"1","1","1","0","0","0","0","1","1","0","0","0","0","1","0","0"
"Salmonella enterica","CVM N17S1493",2017,"PDT000385850.1","USA:CO","environmental/other","PDS000026716.8",2,29,"blaCMY-2=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE","Typhimurium","Typhimurium var. 5-","USA","turkey",1,"4:i:1,2",0,"1","1","1","0","0","0","0","1","1","0","0","0","0","1","0","0"
"Salmonella enterica","CVM N16S021",2016,"PDT001128227.2","USA:CT","environmental/other","PDS000026716.8",9,23,"blaCMY-2=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE","Typhimurium","Typhimurium var. 5-","USA","chicken",0,"4:i:1,2",0,"1","1","1","0","0","0","0","1","1","0","0","0","0","1","0","0"
"Salmonella enterica","FL-NRM174",2005,"PDT000067385.3","USA:TN","environmental/other","PDS000004140.7",8,38,"fosA7=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,tet(B)=COMPLETE","Derby","Other","USA","turkey",0,"Other",0,"1","1","0","0","0","0","1","0","0","0","0","1","0","1","1","1"
"Salmonella enterica","FL-NRM062",2004,"PDT000031794.4","USA:MN","environmental/other","PDS000004072.3",2,35,"mdsA=COMPLETE,mdsB=COMPLETE","Kentucky","Kentucky","USA","chicken",1,"8:i:z6",1,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","FL-NRM063",2004,"PDT000031795.4","USA:MN","environmental/other","PDS000004072.3",3,46,"mdsA=COMPLETE,mdsB=COMPLETE","Kentucky","Kentucky","USA","chicken",0,"8:i:z6",1,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","FL-NRM061",2004,"PDT000031836.4","USA:MN","environmental/other","PDS000004072.3",3,15,"mdsA=COMPLETE,mdsB=COMPLETE","Kentucky","Kentucky","USA","chicken",1,"8:i:z6",1,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","FSIS1606263",2016,"PDT000125257.2","USA:TX","environmental/other","PDS000026696.2",9,13,"aadA2=COMPLETE,blaCARB-2=COMPLETE,floR=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,sul1=COMPLETE,tet(G)=COMPLETE","Typhimurium","Other","USA","pork",0,"4:i:1,2",0,"1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Salmonella enterica","CVM N43467",2013,"PDT000081924.1","USA: MN","environmental/other","PDS000026787.2",10,39,"mdsA=COMPLETE,mdsB=COMPLETE","I 4,[5],12:i:-","Other","USA","chicken",0,"Other",1,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","CVM N42476",2012,"PDT000134982.2","USA:MN","environmental/other","PDS000026787.2",4,41,"mdsA=COMPLETE,mdsB=COMPLETE","I 4,[5],12:i:-","Typhimurium var. 5-","USA","chicken",1,"Other",1,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","CVM N19S0240",2019,"PDT000593877.1","USA:SC","environmental/other","PDS000026721.4",0,42,"mdsA=COMPLETE,mdsB=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE","Typhimurium","Typhimurium","USA","chicken",1,"4:i:1,2",0,"1","1","1","0","0","0","0","0","1","0","0","0","0","1","0","1"
"Salmonella enterica","WAPHL-SAL-A00323",2002,"PDT000025510.4","USA:MD","environmental/other","PDS000029251.4",0,27,"mdsA=COMPLETE,mdsB=COMPLETE","Enteritidis","Enteritidis","USA","chicken",1,"9:g,m:-",1,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","0","1"
"Salmonella enterica","WAPHL-SAL-A00324",2002,"PDT000025511.4","USA:MD","environmental/other","PDS000029251.4",0,26,"mdsA=COMPLETE,mdsB=COMPLETE","Enteritidis","Enteritidis","USA","chicken",1,"9:g,m:-",1,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","0","1"
"Salmonella enterica","CVM N57032F",2014,"PDT000121274.2","USA:NC","environmental/other","PDS000031516.7",13,39,"aph(3'')-Ib=PARTIAL,aph(3'')-Ib=PARTIAL_END_OF_CONTIG,mdsA=COMPLETE,mdsB=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE","Schwarzengrund","Schwarzengrund","USA","pork",0,"Other",0,"1","1","1","0","0","0","0","0","1","0","0","0","0","1","0","1"
"Salmonella enterica","CVM N17S071",2017,"PDT000385670.1","USA:IA","environmental/other","PDS000037360.5",7,17,"mdsA=COMPLETE,mdsB=COMPLETE","Senftenberg","Other","USA","turkey",1,"Other",1,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","CVM N19S0406",2019,"PDT000594066.1","USA:PA","environmental/other","PDS000037360.5",1,14,"mdsA=COMPLETE,mdsB=COMPLETE","Senftenberg","Other","USA","turkey",2,"Other",1,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","NY-N14606",2007,"PDT000067825.3","USA:CA","environmental/other","PDS000038752.5",20,10,"mdsA=COMPLETE,mdsB=COMPLETE","Typhimurium","Typhimurium","USA","chicken",0,"4:i:1,2",0,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","CVM N57395F",2014,"PDT000121389.2","USA:NC","environmental/other","PDS000043301.3",22,34,"dfrB3=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,sul1=COMPLETE,tet(B)=COMPLETE","Infantis","Infantis","USA","pork",0,"7:r:1,5",0,"1","1","0","1","0","0","0","0","0","0","0","1","0","1","0","1"
"Salmonella enterica","FSIS1606920",2016,"PDT000136400.2","USA:UT","environmental/other","PDS000051546.4",6,4,"fosA7=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE","Alachua","Anatum","USA","pork",2,"Other",0,"1","1","0","0","0","0","1","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","WAPHL_SAL-A00737",2006,"PDT000060286.2","USA:MD","environmental/other","PDS000054744.4",10,25,"blaCMY-2=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE","Berta","Other","USA","turkey",0,"Other",0,"1","1","0","0","0","0","0","1","0","0","0","0","1","1","1","0"
"Salmonella enterica","CVM N18S0349",2018,"PDT000518356.1","USA:PA","environmental/other","PDS000066038.4",3,26,"mdsA=COMPLETE,mdsB=COMPLETE","Senftenberg","Other","USA","chicken",1,"Other",0,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","06PM0062",2006,"PDT001087982.1","Germany: Hohenstein","environmental/other","PDS000092854.1",13,14,"aph(3'')-Ib=PARTIAL,aph(6)-Id=COMPLETE,blaTEM-1=COMPLETE,dfrA14=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE","Dublin","Other","Germany","beef",1,"Other",0,"1","1","1","0","1","0","0","0","1","0","1","0","0","1","1","0"
"Salmonella enterica","18PM0001",2018,"PDT001087985.1","Germany: Weener","environmental/other","PDS000092854.1",20,32,"mdsA=COMPLETE,mdsB=COMPLETE","Dublin","Other","Germany","beef",0,"Other",0,"1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","1"
"Salmonella enterica","16PM0288",2016,"PDT001088001.1","Germany: Wiefelstede","environmental/other","PDS000092854.1",9,18,"mdsA=COMPLETE,mdsB=COMPLETE","Dublin","Other","Germany","beef",0,"Other",0,"1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","1"
"Salmonella enterica","16PM0286",2016,"PDT001088002.1","Germany: Wiesmoor","environmental/other","PDS000092854.1",9,42,"mdsA=COMPLETE,mdsB=COMPLETE","Dublin","Other","Germany","beef",1,"Other",0,"1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","1"
"Salmonella enterica","11PM0005",2011,"PDT001088038.1","Germany: Wittstock/Dosse","environmental/other","PDS000092854.1",13,23,"mdsA=COMPLETE,mdsB=COMPLETE","Dublin","Other","Germany","beef",0,"Other",0,"1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","1"
"Salmonella enterica","18PM0026",2018,"PDT001087983.1","Germany: Hohn","environmental/other","PDS000092846.2",2,25,"mdsA=COMPLETE,mdsB=COMPLETE","Dublin","Other","Germany","beef",1,"Other",1,"1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","1"
"Salmonella enterica","17PM0314",2017,"PDT001087986.1","Germany: Friedrichsholm","environmental/other","PDS000092846.2",2,23,"mdsA=COMPLETE,mdsB=COMPLETE","Dublin","Other","Germany","beef",1,"Other",1,"1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","1"
"Salmonella enterica","16PM0007",2016,"PDT001088014.1","Germany: Osterrade","environmental/other","PDS000092846.2",17,30,"mdsA=COMPLETE,mdsB=COMPLETE","Dublin","Other","Germany","beef",0,"Other",1,"1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","1"
"Salmonella enterica","12PM0139",2012,"PDT001088024.1","Germany: Pahlen","environmental/other","PDS000092846.2",18,31,"mdsA=COMPLETE,mdsB=COMPLETE","Dublin","Other","Germany","beef",0,"Other",1,"1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","1"
"Salmonella enterica","CVM N57840F",2014,"PDT000121528.2","USA:TX","environmental/other","PDS000019703.4",15,31,"mdsA=COMPLETE,mdsB=COMPLETE,tet(B)=COMPLETE","Anatum","Anatum","USA","beef",0,"Other",0,"1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"Salmonella enterica","CVM-N23826",2010,"PDT000101800.2","USA:PA","environmental/other","PDS000026727.1",5,11,"aph(3'')-Ib=COMPLETE,blaCMY-2=COMPLETE,blaTEM=PARTIAL_END_OF_CONTIG,mdsA=COMPLETE,mdsB=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE","Typhimurium","Typhimurium var. 5-","USA","chicken",1,"4:i:1,2",0,"1","1","1","0","0","0","0","1","1","1","0","0","0","0","0","0"
"Salmonella enterica","CVM N42492",2012,"PDT000100437.1","USA: NM","environmental/other","PDS000026687.2",12,26,"aadA2=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,sul1=COMPLETE","Typhimurium","Typhimurium var. 5-","USA","pork",0,"4:i:1,2",1,"1","1","0","1","0","0","0","0","0","0","0","0","1","0","0","1"
"Salmonella enterica","CVM N42491",2012,"PDT000134992.2","USA:NM","environmental/other","PDS000026687.2",12,34,"aadA2=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,sul1=COMPLETE,sul1=PARTIAL_END_OF_CONTIG","Typhimurium","Typhimurium var. 5-","USA","pork",0,"4:i:1,2",1,"1","1","0","1","0","0","0","0","0","0","0","0","1","0","0","1"
"Salmonella enterica","CVM N40925",2012,"PDT000100244.1","USA: CT","environmental/other","PDS000029503.1",20,23,"aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaCMY-2=COMPLETE,mdsA=COMPLETE,mdsB=PARTIAL","Kentucky","Kentucky","USA","chicken",0,"8:i:z6",0,"1","0","0","0","0","0","0","1","0","1","1","0","1","0","1","0"
"Salmonella enterica","CVM N42497",2012,"PDT000134997.2","USA:NY","environmental/other","PDS000029503.1",21,28,"aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaCMY=PARTIAL_END_OF_CONTIG,mdsA=COMPLETE,mdsB=PARTIAL_END_OF_CONTIG","Kentucky","Kentucky","USA","chicken",0,"8:i:z6",0,"1","0","0","0","0","0","0","0","0","1","1","0","1","0","1","0"
"Salmonella enterica","CVM N42499",2012,"PDT000134999.2","USA:NY","environmental/other","PDS000029503.1",20,17,"aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaCMY=PARTIAL_END_OF_CONTIG,mdsA=COMPLETE,mdsB=PARTIAL_END_OF_CONTIG","Kentucky","Kentucky","USA","chicken",0,"8:i:z6",0,"1","0","0","0","0","0","0","0","0","1","1","0","1","0","1","0"
"Salmonella enterica","CVM N19S0340",2019,"PDT000594126.1","USA:CA","environmental/other","PDS000029531.2",25,10,"mdsA=COMPLETE,mdsB=COMPLETE","Ohio","Other","USA","chicken",0,"Other",0,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","CVM-N28597",2010,"PDT000130393.2","USA:CO","environmental/other","PDS000116112.1",1,4,"mdsA=COMPLETE,mdsB=COMPLETE","Blockley","Other","USA","chicken",2,"Other",0,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","CVM N18S0771",2018,"PDT000550444.1","USA:LA","environmental/other","PDS000030007.3",7,35,"mdsA=COMPLETE,mdsB=COMPLETE","I -:-:-","Other","USA","turkey",1,"Other",0,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","AZ-TG74668",2005,"PDT000040590.3","USA:MN","environmental/other","PDS000031699.3",1,8,"mdsA=COMPLETE,mdsB=COMPLETE","I 4,[5],12:i:-","Heidelberg","USA","turkey",1,"Other",1,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","AZ-TG74688",2005,"PDT000047611.3","USA:MN","environmental/other","PDS000031699.3",0,7,"mdsA=COMPLETE,mdsB=COMPLETE","I 4,[5],12:i:-","Other","USA","chicken",2,"Other",1,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","AZ-TG74424",2005,"PDT000114508.3","USA:GA","environmental/other","PDS000031691.5",5,19,"mdsA=COMPLETE,mdsB=COMPLETE","Schwarzengrund","Schwarzengrund","USA","turkey",1,"Other",1,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","AZ-TG74428",2005,"PDT000114509.3","USA:GA","environmental/other","PDS000031691.5",5,18,"mdsA=COMPLETE,mdsB=COMPLETE","Schwarzengrund","Schwarzengrund","USA","turkey",1,"Other",1,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","CVM N16S350",2016,"PDT000269170.2","USA:GA","environmental/other","PDS000051743.4",1,9,"mdsA=COMPLETE,mdsB=COMPLETE","Tallahassee","Other","USA","chicken",2,"Other",0,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","CVM N42337",2012,"PDT000100250.1","USA: GA","environmental/other","PDS000003821.8",10,13,"mdsA=COMPLETE,mdsB=COMPLETE","Javiana","Other","USA","turkey",0,"Other",0,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","CVM N19S0490",2019,"PDT000594005.1","USA:MD","environmental/other","PDS000029428.2",10,19,"blaCMY-2=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE","Kentucky","Kentucky","USA","chicken",1,"8:i:z6",0,"1","1","0","0","0","0","0","1","0","0","0","0","1","1","1","0"
"Salmonella enterica","CVM N54729",2014,"PDT000086043.2","USA:NM","environmental/other","PDS000029441.1",2,24,"mdsA=COMPLETE,mdsB=COMPLETE,tet(C)=COMPLETE","Bredeney","Other","USA","beef",1,"Other",1,"1","1","0","0","0","0","0","0","0","0","0","0","0","1","1","1"
"Salmonella enterica","CVM N54730",2014,"PDT000086044.2","USA:NM","environmental/other","PDS000029441.1",2,24,"mdsA=COMPLETE,mdsB=COMPLETE,tet(C)=COMPLETE","Bredeney","Schwarzengrund","USA","beef",1,"Other",1,"1","1","0","0","0","0","0","0","0","0","0","0","0","1","1","1"
"Salmonella enterica","VA-WGS-00548",2008,"PDT000087387.3","USA:MD","environmental/other","PDS000028127.5",27,16,"mdsA=COMPLETE,mdsB=COMPLETE","Newport","Other","USA","beef",0,"Other",0,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","WAPHL_SAL-A00429",2004,"PDT000036478.3","USA:NY","environmental/other","PDS000028426.1",23,14,"aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,tet(A)=COMPLETE","Hadar","Hadar","USA","turkey",0,"8:z10:e,n,x",0,"1","1","0","0","0","0","0","0","1","1","1","0","0","0","1","1"
"Salmonella enterica","CVM N29317",2011,"PDT000100209.1","USA: MD","environmental/other","PDS000028426.1",28,15,"aac(3)-IId=COMPLETE,aadA1=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=PARTIAL_END_OF_CONTIG,blaTEM-1=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,tet(A)=COMPLETE","Hadar","Hadar","USA","turkey",0,"8:z10:e,n,x",0,"1","1","0","0","1","1","0","0","1","1","0","0","0","0","1","0"
"Salmonella enterica","CVM N30645",2011,"PDT000100219.1","USA: GA","environmental/other","PDS000028426.1",5,7,"aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,tet(A)=COMPLETE","Hadar","Hadar","USA","turkey",1,"8:z10:e,n,x",0,"1","1","0","0","0","0","0","0","1","1","1","0","0","0","1","1"
"Salmonella enterica","CVM N30704",2011,"PDT000135134.2","USA:TN","environmental/other","PDS000028426.1",5,16,"aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,tet(A)=COMPLETE","Hadar","Hadar","USA","turkey",2,"8:z10:e,n,x",0,"1","1","0","0","0","0","0","0","1","1","1","0","0","0","1","1"
"Salmonella enterica","CVM N17S1413",2017,"PDT000359478.1","USA:OR","environmental/other","PDS000028510.2",1,3,"(Missing)","IV 43:z4,z23:-","Other","USA","turkey",2,"Other",0,"0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","FSIS1607201",2016,"PDT000141555.2","USA:IA","environmental/other","PDS000028829.4",15,21,"mdsA=COMPLETE,mdsB=COMPLETE,tet(B)=COMPLETE","Anatum","Anatum","USA","beef",0,"Other",0,"1","1","0","0","0","0","0","0","0","0","0","1","0","1","1","1"
"Salmonella enterica","CVM N57886F",2014,"PDT000121541.2","USA:IA","environmental/other","PDS000030367.1",11,46,"aadA2=COMPLETE,fosA7=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,sul1=COMPLETE,tet(A)=COMPLETE","Derby","Other","USA","pork",0,"Other",0,"1","1","0","1","0","0","1","0","1","0","0","0","0","0","0","1"
"Salmonella enterica","FSIS1606921",2016,"PDT000136389.2","USA:TX","environmental/other","PDS000030241.3",20,41,"mdsA=COMPLETE,mdsB=COMPLETE","Anatum","Anatum","USA","beef",0,"Other",1,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
